,MAR,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,(blank),,,,,,
1879,,,,,,,,,,,,0.685,1.812,,,5.058,,,,,,,,,,,,0,,,,,,0.507,0.514,0,0,,,,,,,,,,,,,,,2.579,,,0.793,,,,,,0.237,,,0.038,,1.738,,,,8.937,,,,,,,,,0.001,,,,,,,,,,,0,,0,,,,0,0.148,,,0.063,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.812,0.602,,,1.025,,,,,,,,,,,,0.155,,,,,,,,,,,,,,,,,,,,,,,,0.494,,,,,,,,,,,,,,,,,,,,,0,3.558,,,0,,,,,,,,,,,,,,,
1880,,,,,,,,,,,,1.006,4.794,,,5.5,,,,,,,,,,,,0,,,,,,1.195,0.589,0,0,,,,,,,,,,,,,,,2.867,,,0.896,,,,,,0.262,,,0.048,,1.953,,,,9.625,,,,,,,,,0,,,,,,,,,,,0,,0.095,,,,0,0.172,,,0.064,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.975,0.652,,,1.263,,,,,,,,,,,,0.191,,,,,,,,,,,,,,,,,,,,,,,,0.625,,,,,,,,,,,,,,,,,,,,,0,3.944,,,0,,,,,,,,,,,,,,,
1881,,,,,,,,,,,0,0.78,2.072,,,5.473,,,,,,0,,,0,0,,0,0,,,,,1.258,0.549,0,0,,,,,,,,,,,,,0,,3.069,,0,0.94,,,,,,0.291,,,0.048,0,1.993,,,,10.003,,,,,,,,,0,0,,,,,,,,,,0,,0.096,,,,0,0.201,,,0.065,,,,,,,,,,,,,0,,0,,,,,,,,,0,,,,,,,,,,0,,0,,,,,,,,,1.971,0.674,,,1.369,,,,,,,,,,,,0.192,,,,,,,,,,,,,0,,,,,,,,,,,0.604,,,,,0,,,,,,,,,,,,,,,,0,4.069,,0,0,0,,,,,,,,,,,,,,
1882,,,,,,,,,,,,0.858,2.111,,,5.727,,,,,,,,,,,,0,,,,,,1.472,0.605,0,0,,,,,,,,,,,,,,,3.262,,,0.999,,,,,,0.316,,,0.058,,2.096,,,,9.991,,,,,,,,,0,,,,,,,,,,,0,,0,,,,0,0.21,,,0.067,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.972,0.738,,,1.494,,,,,,,,,,,,0.232,,,,,,,,,,,,,,,,,,,,,,,,0.687,,,,,,,,,,,,,,,,,,,,,0,4.446,,,0,,,,,,,,,,,,,,,
1883,,,,,,,,,,,,0.993,2.321,,,6,,,,,,,,,,,,0,,,,,,1.632,0.667,0,0,,,,,,,,,0,,,,,,3.453,,,1.139,,,,,,0.345,,,0.055,,2.19,,,,10.298,,,,,,,,,0.001,,,,,,,,,,,0,,0,,,,0,0.221,,,0.072,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.159,0.796,,,1.618,,,,,,,,,,,,0.241,,,,,,,,,,,,,,,,,,,,,,,,0.699,,,,,,,,,,,,,,,,,,,,,0,4.682,,,0,,,,,,,,,,,,,,,
1884,,,,,,,,,,,,1.008,2.242,,,5.842,,,,,,,,,,,,0,,,,,,1.866,0.682,0,0,,,,,,,,,,,,,,,3.524,,,1.121,,,,,,0.341,,,0.066,,2.096,,,,9.931,,,,,,,,,0,,,,,,,,,,,0,,0,,,,0,0.243,,,0.078,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.137,0.81,,,1.774,,,,,,,,,,,,0.252,,,,,,,,,,,,,,,,,,,,,,,,0.768,,,,,,,,,,,,,,,,,,,,,0,4.821,,,0,,,,,,,,,,,,,,,
1885,,,,,,,,,,,,1.098,2.336,,,5.639,,,,,,,,,,,,0,,,,,,1.77,0.707,0,0,,,,,,,,,,,,,,,3.581,,,1.162,,,,,,0.333,,,0.1,,2.01,,,,9.717,,,,,,,,,0,,,,,,,,,,,0,,0,,,,0,0.274,,,0.087,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.207,0.919,,,1.841,,,,,,,,,,,,0.232,,,,,,,,,,,,,,,,,,,,,,,,0.824,,,,,,,,,,,,,,,,,,,,,0,4.793,,,0,,,,,,,,,,,,,,,
1886,,,,,,,,,,,,1.055,2.185,,,5.433,,,,,,,,,,,,0,,,,,,1.87,0.718,0,0,,,,,,,,,,,,,,,3.589,,,1.1,,,,,,0.35,,,0.058,,1.987,,,,9.534,,,,,,,,,0,,,,,,,,,,,0,,0,,,,0,0.27,,,0.094,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.227,0.892,,,1.888,,,,,,,,,,,,0.254,,,,,,,,,,,,,,,,,,,,,,,,0.804,,,,,,,,,,,,,,,,,,,,,0,4.95,,,0,,,,,,,,,,,,,,,
1887,,,,,,,,,,,,1.072,2.335,,,5.707,,,,,,,,,,,,0,,,,,,2.136,0.775,0,0,,,,,,,,,,0,,,,,3.71,,,1.116,,,,,,0.351,,,0.057,,2.091,,,,9.685,,,,,,,,,0,,,,,,,,,,,0,,0,,,,0,0.327,,,0.115,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.239,0.855,,,1.938,,,,,,,,,,0,,0.259,,,,,,,,,,,,,,,,,,,,,,,,0.811,,,,,,,,,,,,,,,,,,,,,0,5.179,,,0,,,,,,,,,,,,,,,
1888,,,,,,,,,,,,1.205,2.258,,,6.012,,,,,,,,,,,,0,,,,,,2.77,0.788,0,0,,,,,,,,,,,,,,,4.011,,,1.244,,,,,,0.366,,,0.053,,2.174,,,,9.972,,,,,,,,,0.001,,,,,,,,,,,0,,0,,,,0,0.349,,,0.132,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.454,0.986,,,2.104,,,,,,,,,,,,0.277,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,0,6.166,,,0,,,,,,,,,,,,,,,
1889,,,,,,,,,,,,1.135,2.411,,,6.097,,,,,,,,,,,,0,,,,,,2.325,0.866,0,0,,,,,,,,,,,,,,,4.23,,,1.317,,,,,,0.387,,,0.069,,2.223,,,,10.227,,,,,,,,,0,,,,,,,,,,,0,,0,,,,0,0.358,,,0.158,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.37,1.121,,,2.003,,,,,,,,,,,,0.316,,,,,,,,,,,,,,,,,,,,,,,,1.045,,,,,,,,,,,,,,,,,,,,,0,5.419,,,0,,,,,,,,,,,,,,,
1890,,,,,,0,,,0.407,,,1.143,2.421,,,6.544,,,,0.01,,,,,,,,0,,,,,,2.528,0.976,0,0,,,,,,0,,,,,,,,,4.381,,,1.253,,,,,,0.414,,,0.088,,2.449,,,,10.361,,,,,,,,,0,,,,,,,,,,0.795,0,,0,,,,0,0.386,,,0.169,,,,,,,0,,,,,,,,0,,,,,,,,,0,,,,,0,,,,,,,,,0,,,,,,,2.272,1.042,0,,2.141,,,,,0.003,0,,,1.835,,,0.334,,,,,,0.078,,,,,,0,,,,,,,,,,,,1.038,,,,,,,,0,,,,,,,,,0,,,,0,6.357,,,0,,,,,,,,,,,,,,,
1891,,,,,,,,,,,0,1.256,2.749,,,6.139,,,,,,0,,,0,0,,0,0,,,,,2.809,1.19,0,0,,,,,,,,,,,,0,0,,4.596,,0,1.337,,,,,,0.446,,,0.092,0,2.455,,,,10.474,,,,,,,,,0,0,,,,,,,,,,0.001,,0,,,,0,0.345,,,0.201,,,,,,,,,,,,,0,,0,,,,,,,,,0.044,,,,,,,,,,0,,0,,,,,,,,,2.601,1.201,,,2.216,,,,,,,,,,,,0.344,,,,,,,,,,,,,0,,,,,,,,,,,1.105,,,0,,0,,,,,,,,,,,,,,,,0,6.626,,0,0,0,,,,,,,,,,,,,,
1892,,,,,,,,,,,,1.27,2.632,,,6.065,,,,,,,,,,,,0,,,,,,2.77,1.158,0,0,,,,,,,,,0,,,,,,4.428,,,1.364,,,,,,0.464,,,0.079,,2.457,,,,10.15,,,,,,,,,0.081,,,,,,,,,,,0.005,,0,,,,0,0.34,,,0.199,,,,,,,,,,,,,,,0,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,2.448,1.219,,,2.193,,,,,,,,,,,,0.332,,,,,,,,,,,,,,,,,,,,,,,,1.091,,,,,,,,,,,,,,,,,,,,,0,6.844,,,0,,,,,,,,,,,,,,,
1893,,,,,,,,,,,,1.191,3.187,,,5.736,,,,,,,,,,,,0,,,,,,2.933,0.948,0,0,,,,,,,,,,,,,,,4.5,,,1.281,,,,,,0.452,,,0.08,,2.411,,,,8.995,,,,,,,,,0.071,,,,,,,,,,,0.011,,0,,,,0,0.326,,,0.209,,,,,,,,,,,,,,,0,,,,,,,,,0.043,,,,,,,,,,,,,,,,,,,,,2.451,1.21,,,2.192,,,,,,,,,,,,0.295,,,,,,,,,,,,,,,,,,,,,,,,1.091,,,,,,,,,,,,,,,,,,,,,0,6.765,,,0,,,,,,,,,,,,,,,
1894,,,,,,,,,,,,1.286,3.23,,,6.263,,,,,,,,,,,,0,,,,,,2.773,1.166,0,0,,,,,,,,,,,,,,,4.625,,,1.439,,,,,,0.484,,,0.088,,2.548,,,,10.19,,,,,,,,,0.072,,,,,,,,,,,0.013,,0,,,,0,0.402,,,0.267,,,,,,,,,,,,,,,0,,,,,,,,,0.043,,,,,,,,,,,,,,,,,,,,,2.454,1.415,,,2.231,,,,,,,,,,,,0.344,,,,,,,,,,,,,,,,,,,,,,,,1.209,,,,,,,,,,,,,,,,,,,,,0,6.212,,,0,,,,,,,,,,,,,,,
1895,,,,,,,,,,,,1.329,3.592,,,6.243,,,,,,,,,,,,0,,,,,,2.622,1.237,0.189,0,,,,,,,,,,,,,,,4.739,,,1.473,,,,,,0.475,,,0.095,,2.567,,,,10.177,,,,,,,,,0.066,,,,,,,,,,,0.021,,0,,,,0,0.368,,,0.293,,,,,,,,,,,,,,,0,,,,,,,,,0.039,,,,,,,,,,,,,,,,,,,,,2.425,1.471,,,2.212,,,,,,,,,,,,0.326,,,,,,,,,,,,,,,,,,,,,,,,1.213,,,,,,,,,,,,,,,,,,,,,0,6.882,,,0,,,,,,,,,,,,,,,
1896,,,,,,,,,,,,1.28,3.717,,,6.521,,,,,,,,,,,,0,,,,,,2.812,1.338,0.19,0,,,,,,,,,,,,,,,5.022,,,1.779,,,,,,0.511,,,0.118,,2.649,,,,10.355,,,,,,,,,0.079,,,,,,,,,,,0.023,,0,,,,0,0.348,,,0.307,,,,,,,,,,,,,,,0,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,2.572,1.482,,,2.37,,,,,0.012,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,1.243,,,,,,,,,,,,,,,,,,,,,0,6.769,,,0,,,,,,,,,,,,,,,
1897,,,,,,,,,,,,1.39,3.977,,,6.692,,,,,,,,,,,,0,,,,,,2.813,1.395,0.224,0,,,,,,,,,,,,,,,5.277,,,1.881,,,,,,0.522,,,0.203,,2.762,,,,10.516,,,,,,,,,0.075,,,,,,,,,,,0.029,,0,,,,0,0.361,,,0.318,,,,,,,,,,,,,,,0,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,2.659,1.583,,,2.459,,,,,0.011,,,,,,,0.344,,,,,,,,,,,,,,,,,,,,,,,,1.374,,,,,,,,,,,,,,,,,,,,,0,6.915,,,0,,,,,,,,,,,,,,,
1898,,,,,,,,,,,,1.544,4.183,,,6.838,,,,,,,,,,,,0,,,,,,2.955,1.474,0.257,0,,,,,,,,,,,,,,,5.419,,,1.927,,,,,,0.51,,,0.189,,2.847,,,,10.426,,,,,,,,,0.095,,,,,,,,,,,0.033,,0,,,,0,0.373,,,0.4,,,,,,,,,,,,,,,0,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,2.589,1.56,,,2.601,,,,,0.025,,,,,,,0.391,,,,,,,,,,,,,,,,,,,,,,,,1.452,,,,,,,,,,,,,,,,,,,,,0,7.403,,,0,,,,,,,,,,,,,,,
1899,,,,,,,,,,,,1.57,4.202,,,7.085,,,,,,,,,,,,0,,,,,,3.567,1.572,0.217,0,,,,,,,,,,,,,,,5.668,,,2.079,,,,,,0.576,,,0.281,,2.972,,,,11.052,,,,,,,,,0.049,,,,,,,,,,,0.028,,0,,,,0,0.406,,,0.397,,,,,,,,,,,,,,,0,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,2.623,1.84,,,2.746,,,,,0.045,,,,,0,,0.4,,,,,,,,,,,,,,,,,,,,,,,,1.801,,,,,,,,,,,,,,,,,,,,,0,8.344,,,0,,,,,,,,,,,,,,,
1900,,,,,,0,,,0.442,,,2.722,4.641,,,7.404,,,,0.054,,,,,,,0,0,,,,,,3.786,1.723,0.288,0,,,,,0,0,,,0,0,,,,,6.018,,,2.013,0,,0,,,0.605,,,0.227,0,3.19,,,,11.071,,,,,,,,,0.084,,,0,,,,0,,0,1.347,0.03,,0,,,,0,0.414,0,,0.441,,,,,,,0,,,,,,,,0,,,,,0,,,,0.074,,,,,0,,,,,,,,,0,,,,,0,,2.851,1.866,0,,3.029,,,,0,0.067,0,,,2.562,0,,0.457,0,,0,,,0.113,,,,,,0,,,,0,,,,,,,,1.8,,,,,,,,0,,,,0,0,,,,0.038,,,,0,8.69,,,0,,,,0,,,,,,,,,,,
1901,,,,,,,,,0.512,,0,3.019,4.707,,,6.879,,,,,,0,,,0,0,0,0.115,0,,,,,4.314,1.554,0.525,0,,,,,,0,,,0,0,,,0,,5.906,,0,2.07,0,,0,,,0.634,,,0.158,0,3.081,,,,10.72,,,,,,,,,0.084,0,,0,,,,0,,0,,0.055,,0,,,,0,0.4,0,,0.522,,,,,,,,,,,,,0,,0,,,,,,,,,0.096,,,,,0,,,,,0,,0,0,0,,,,,0,,2.746,1.73,,,3.332,,,,0,0.065,0,,,,0,,0.439,0,,,,,,,,,,,,0,,,0,,,,,,,,1.662,,,0,,0,,,0,,,,0,0,,,,0.061,,,,0,9.279,,0,0,0,,,,,,,,,,,,,,
1902,,,,,,,,,0.557,,,2.965,4.213,,,7.089,,,,,,,,,,,0,0.134,,,,,,4.547,1.55,0.648,0,,,,,0,0,,,0,0,,,,,5.699,,,2.102,0,,0,,,0.658,,,0.149,,2.895,,,,11.032,,,,,,,,,0.066,,,0,,,,0,,0,,0.037,,0,,,,0,0.44,0,,0.552,,,,,,,,,,,,,,,0,,,,,,,,,0.103,,,,,0,,,,,,,,,0,,,,,0,,2.7,1.868,,,3.609,,,,0,0.026,0,,,,0,,0.478,0,,,,,,,,,,,,,,,0,,,,,,,,1.728,,,,,,,,0,,,,,0,,,,0.087,,,,0,9.636,,,0,,,,,,,,,,,,,,,
1903,,,,,,,,,0.546,,,2.884,4.152,,,7.534,,,,,,,,,,,0,0.127,,,,,,4.818,1.657,0.706,0.005,,,,,,0,,,0,0,,,,,6.042,,,2.162,0,,0,,,0.645,,,0.19,,3.176,,,,11.014,,,,,,,,,0.079,,,0,,,,0,,0,,0.072,,0,,,,0,0.445,0,,0.563,,,,,,,,,,,,,,,0,,,,,,,,,0.111,,,,,0,,,,,,,,,0,,,,,0,,2.843,1.856,,,3.662,,,,0,0.056,0,,,,0,,0.456,0,,,,,,,,,,,,,,,0,,,,,,,,1.883,,,,,,,,0,,,,,0,,,,0.073,,,,0,11.067,,,0,,,,,,,,,,,,,,,
1904,,,,,,,,,0.697,,,2.931,4.331,,,7.117,,,,,,,,,,,0,0.134,,,,0,,5.531,1.72,0.636,0.005,,,,,,0,,,0,0,,,,,6.171,,,2.308,0,,0,,,0.683,,,0.193,,3.089,,,,10.961,,,,,,,,,0.07,,,0,,,,0,,0,,0.079,,0,,,,0,0.467,0,,0.627,,,,,,,,,,,,,,,0,,,,,,,,,0.121,,,,,0,,,,,,,,,0,,,,,0,,2.96,1.813,,,3.851,,,,0,0.073,0,,,,0,,0.462,0,,,,,,,,,,,,,,,0,,,,,,,,1.969,0,,,,,,,0,,,,,0,,,,0.073,,,,0,10.689,,,0.001,,,,,,,0,,,,,,,,
1905,,,,,,,,,0.704,,,3.014,4.474,,,7.017,,,,,,,,,,,0,0.14,,,,,,5.748,1.806,0.664,0.006,,,,,,0,,,0,0,,,,,6.53,,,2.221,0,,0,,,0.71,,,0.213,,3.121,,,,11.001,,,,,,,,,0.054,,,0,,,,0,,0,,0.096,,0,,,,0,0.51,0,,0.64,,,,,,,,,,,,,,,0,,,,,,,,,0.119,,,,,0,,,,,,,,,0,,,,,0,,2.994,1.799,,,3.858,,,,0,0.091,0,,,,0,,0.448,0,,,,,,,,,,,,,,,0,,,,,,,,1.925,,,,,,,,0,,,,,0,,,,0.082,,,,0,11.719,,,0,,,,,,,,,,,,,,,
1906,,,,,,,,,1.065,,,3.541,5.284,,,7.935,,,,,,,,,,,0,0.157,,,,,,5.961,1.94,0.771,0.041,,,,,0,0,,,0,0,,,,,6.095,,,2.391,0,,0,,,0.719,,,0.221,,3.341,,,,11.287,,,,,,,,,0.05,,,0,,,,0,,0,,0.102,,0,,,,0,0.598,0,,0.697,,,,,,,,,,,,,,,0,,,,,,,,,0.132,,,,,0,,,,,,,,,0,,,,,0,,3.211,1.825,,,4.089,,,,0,0.109,0,,,,0,,0.511,0,,,,,,,,,,,,,,,0,,,,,,,,2.126,,,,,,,,0,,,,,0,,,,0.088,,,,0,12.068,,,0,,,,0,,,,,,,,,,,
1907,,,,,,,,,1.026,,,3.756,6.57,,,7.961,,,,,,,,,,,0,0.166,,,,,,7.136,2.223,0.681,0.041,,,,,,0,,,0,0,,,,,7.34,,,2.105,0,,0,,,0.726,,,0.315,,3.562,,,,11.679,,,,,,,,,0.082,,,0,,,,0,,0,,0.12,,0,,,,0,0.642,0,,0.737,,,,,,,,,,,,,,,0,,,,,,,,,0.155,,,,,0,,,,,,,,,0,,,,,0,,3.259,2.056,,,4.223,,,,0,0.201,0.001,,,,0,,0.552,0,,,,,,,,,,,,,,,0,,,,,,,,2.386,,,,,,,,0,,,,,0,,,,0.113,,,,0,13.783,,,0,,,,,,,,,,,,,,,
1908,,,,,,,,,1.203,,,3.999,9.104,,,7.818,,,,,,,,,,,0,0.169,,,,,,6.97,2.199,0.759,0.054,,,,,,0,,,0,0,,,,,7.312,,,2.58,0,,0,,,0.756,,,0.493,,3.58,,,,11.285,,,,,,,,,0.139,,,0,,,,0,,0,,0.123,,0,,,,0,0.649,0,,0.781,,,,,,,,,,,,,,,0,,,,,,,,,0.255,,,,,0,,,,,,,,,0,,,,,0,,3.275,2.44,,,4.175,,,,0,0.301,0.002,,,,0,,0.544,0,,,,,,,,,,,,,,,0,,,,,,,,2.53,,,,,,,,0,,,,,0,,,,0.128,,,,0,11.821,,,0.001,,,,,,,,,,,,,,,
1909,,,,,,,,,0.903,,,3.407,6.449,,,7.737,,,,,,,,,,,0,0.166,,,,,,6.501,2.189,0.718,0.05,,,,,,0,,,0,0,,,,,7.194,,,2.819,0,,0,,,0.77,,,0.443,,3.657,,,,11.277,,,,,,,,,0.106,,,0,,,,0,,0,,0.133,,0,,,,0,0.711,0,,0.784,,,,,,,,,,,,,,,0,,,,,,,,,0.247,,,,,0,,,,,,,,,0,,,,,0,,3.403,2.439,,,4.172,,,,0,0.37,0.007,,,,0,,0.549,0,,,,,,,,,,,,,,,0,,,,,,,,2.312,,,,,,,,0,,,,,0.079,,,,0.151,,,,0,12.827,,,0,,,,,,,,,,,,,,,
1910,,,,,,0,,,1.305,,,3.992,8.711,,,8.187,,,,0.14,,,,,,,0,0.189,,,,,,7.193,2.089,0.849,0.044,,,,,,0,,,0,0,,,,,7.094,,,2.554,0,,0,,,0.751,,,0.363,,3.659,,,,11.257,,,,,,,,,0.135,,,0,,,,0,,0,1.53,0.134,,0.069,,,,0,0.705,0,,0.797,,,,,,,0,,,,,,,,0,,,,,0,,,,0.277,,,,,0,,,,,,,,,0,,,,,0,,3.524,2.495,,,4.699,,,,0,0.322,0.007,,,3.554,0,,0.553,0,,,,,0.407,,,,,,,,,,0,,,,,,,,2.371,,,,,,,,0,,,,,0.2,,,,0.188,,,,0,13.704,,,0,,,,,,,,,,,,,,,
1911,,,,,,,,,1.403,,0,4.282,7.215,,,8.22,,,,,,0,,,0,0,0,0.203,0,,,0,,8.147,2.284,0.928,0.065,,,,,0,0,,,0,0,,0,0,,7.194,,0,2.689,0,,0,,,0.738,,,0.445,0,3.805,,,,11.438,,,,,,,,,0.169,0,,0,,,,0,,0,,0.146,,0,,,,0,0.72,0,,0.882,,,,,,,0,,,,,,0,,0,,,,,,,,0,0.561,,,,,0,,,,,0,,0,0,0,,,,,0,,3.696,2.536,,,4.327,,,,0,0.36,0.005,,,,0,,0.531,0,,,,,,,,,,,,0,,,0,,,,,,,,2.295,0,,0,,0,,,0,,,,0,0.369,,,,0.204,,0,,0,13.354,,0,0,0,,,0,,,0,,,,,,,,
1912,,,,,,,,,1.288,,,4.467,7.439,,,8.548,,,,,,,,,,,0,0.242,,,,,,8.864,2.298,1.022,0.023,,,,,,0,,,0,0,,,,,7.756,,,3.151,0,,0,,,0.795,,,0.496,,3.84,,,,10.79,,,,,,,,,0,,,0,,,,0,,0,,0.125,,0,,,,0,0.751,0,,0.969,,,,,,,0,,,,,,,,0,,,,,,,,,0.577,,,,,0,,,,,,,,,0,,,,,0,,4.114,2.843,,,4.46,,,,0,0.344,0,,,,0,,0.614,0,,,,,,,,,,,,,,,0,,,,,,,,2.52,,,,,,,,0,,,,,0.574,,,,0.218,,,,0,14.037,,,0,,,,,,,,,,,,,,,
1913,0,,0,,,0,,0,1.328,,,4.652,8.826,,,8.887,,,0,0.167,0,,,,,,0,0.255,,,,,,10.114,2.398,0.98,0.025,,,,,,0,,,0,0,,,,,8.238,,,3.199,0,0,0,0.003,,0.861,,,0.55,,4.134,,,,11.729,,0,,,,,,,0.247,,,0,,,,0,,0,1.664,0.125,0.137,0.072,0.078,0,,0,0.806,0,0,1.053,,,,0,,,0,0,0,0,,,,,0,,,,,,,,,0.786,,,,,0,,0,,,,,,,0,,,,,0,,4.477,2.832,0,,3.762,0,,0,0,0.367,0.001,,,4.358,0,0,0.647,0,,,0,,0.559,,,0,,,0,,,,0,,,,,,,,2.808,,,,0,,,,0,,,,,0.636,0,0.136,,0.247,,,,0,14.779,,,0.005,,0.07,,,,3.09,,,,,,,,,
1914,,,,,,,,,1.102,,,4.97,7.187,,,5.262,,,,,,,,,,,0,0.17,,,,,,8.463,2.166,0.821,0.034,,,,,,0,,,0,0,,,,,7.546,,,3.241,0,,0,,,0.85,,,0.226,,2.858,,,,11.264,,,,,,,,,0.002,,,0,,,,0,,0,,0.126,,0.081,,,,0,0.727,0,,1.109,,,,,,,0,,,,,,,,0,,,,,,,,,0.679,,,,,0,,,,,,,,,0,,,,,0,,4.121,3.124,,,4.453,,,,0,0.355,0.002,,,,0,,0.565,0,,,,,,,,,,,0,,,,0,,,,,,,,2.624,,,,,,,,0,,,,,0.812,,,,0.261,,,,0,13.244,,,0.01,,,,,,,,,,,,,,,
1915,,,,,,,,,0.861,,,4.391,5.108,,,4.443,,,,,,,,,,,0,0.128,,,,,,7.474,2.302,0.875,0.036,,,,,,0,,,0,0,,,,,7.001,,,3.427,0,,0,,,0.747,,,0.035,,2.554,,,,11.324,,,,,,,,,0.004,,,0,,,,0,,0,,0.125,,0.075,,,,,0.627,0,,0.996,,,,,,,0,,,,,,,,0,,,,,,,,,0.959,,,,,0,,,,,,,,,0,,,,,0,,3.843,3.388,,,4.288,,,,0,0.429,0.006,,,,0,,0.516,0,,,,,,,,,,,0,,,,0,,,,,,,,2.621,,,,,,,,0,,,,,0.923,,,,0.285,,,,0,13.548,,,0.018,,,,,,,,,,,,,,,
1916,,,,,,,,,0.607,,,3.896,1.179,,,5.909,,,,,,,,,,,0,0.114,,,,,,9.323,2.188,1.046,0.04,,,,,0,0,,,0,0,,,,,7.59,,,3.309,0,,0,,,0.866,,,0.058,,2.755,,,,11.683,,,,,,,,,0.012,,,0,,,,0,,0,,0.138,,0.08,,,,,0.617,0,,1.091,,,,,,,0,,,,,,,,0,,,,,,,,,1.152,,,,,0,,,,,,,,,0,,,,,0,,3.443,3.136,,,4.369,,,,0,0.441,0.006,,,,0,,0.499,0,,,,,,,,,,,0,,,,0,,,,,,,,2.747,,,,,,,,0,,,,,1.13,,,,0.387,,,,0,14.837,,,0.028,,,,,,,,,,,,,,,
1917,,,,,,,,,0.267,,,4.201,0.51,,,4.698,,,,,,,,,,,0,0.097,,,,,,10.316,1.574,1.123,0.044,,,,,,0,,,0,0,,,,,7.99,,,2.379,0,,0.015,,,0.763,,,0.039,,3.1,,,,11.521,,,,,,,,,0.016,,,0,,,,0,,0,,0.145,,0.084,,,,,0.425,0,,1.242,,,,,,,0,,,,,,,,0,,,,,,,,,1.753,,,,,0,,,,,,,,,0,,,,,0,,1.303,1.372,,,4.014,,,,0,0.444,0.001,,,,0,,0.276,0,,,,,,,,,,,0,,,,0,,,,,,,,1.171,,,,,,,,0,,,,,1.417,,,,0.498,,,,0,16.098,,,0.027,,,,,,,,,,,,,,,
1918,,,,,,,,,0.296,,,4.566,0.497,,,4.41,,,,,,,,,,,0,0.089,,,,,,10.708,1.483,1.094,0.046,,,,,,0,,,0,0,,,,,7.729,,,2.746,0,,0.015,,,0.8,,,0.023,,2.818,,,,10.742,,,,,,,,,0.022,,,0,,,,0,,0,,0.144,,0.081,,,,0,0.507,0,,1.306,,,,,,,0,,,,,,,,0,,,,,,,,,2.057,,,,,0,,,,,,,,,0,,,,,0,,2.155,1.73,,,3.937,,,,0,0.426,0.003,,,,0,,0.182,0,,,,,,,,,,,0,,,,0,,,,,,,,1.377,,,,,,,,0,,,,,2.039,,,,0.587,,,,0,16.659,,,0.073,,,,,,,,,,,,,,,
